Названия строк	Количество по полю Обобщенный	Среднее по полю ГлубинаН	Среднее по полю ГлубинаО
(TOP (S (NP (NN )(CD ))(VP (VBZ )(NP (NP (DT )(NN )(NN )(NN )(NNS ))(PP (IN )(NP (NN )(NNS )))))(. )))	6	7	2,833333333
(TOP (S (NP (NN )(CD ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNP ))(VP (ADVP (RB ))(VBN )(PP (IN )(NP (NN ))))))))(. )))	1	10	3
(TOP (S (NP (NN )(NN )(NN ))(VP (VBZ )(NP (DT )(NN ))(, )(SBAR (IN )(S (NP (DT )(NNS ))(VP (VBP )(NP (NP (DT )(JJ ))(, )(CC )(NP (NP (NP (NNP ))(ADVP (RB )))(PRN (-LRB- )(SBAR (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NN ))))(, )(SBAR (IN )(S (S (NP (NNS ))(VP (VBD )))(CC )(S (NP (NNS ))(VP (VBP )(NP (NNS )))))))))))))))))	9	17	2,777777778
(TOP (S (NP (NN )(NNS ))(VP (VBP )(NP (DT )(NNS ))(PP (IN )(NP (NNS )))(, )(S (VP (VBG )(NP (QP (IN )(CD ))(NNS )))))(. )))	6	8	2,833333333
(TOP (S (NP (NN )(NNS ))(VP (VBP )(PP (IN )(NP (NP (CD )(NN )(NNS ))(, )(SBAR (WHADVP (WRB ))(S (S (NP (NP (NP (CD ))(PP (IN )(NP (PRP ))))(, )(NP (DT )(JJ )))(, )(VP (VBZ )(ADJP (RBR )(JJ )(PP (TO )(NP (DT )(NN )(NN ))))))(, )(CC )(S (NP (NP (DT )(JJ )(CD ))(, )(NP (DT )(NN )))(, )(VP (VBZ )(S (VP (VBG )(NP (NN )))))))))))(. )))	12	13	3
(TOP (S (NP (NN )(NNS ))(VP (VBZ )(NP (NP (DT )(NN )(NNS ))(PP (IN )(NP (NP (NNS ))(, )(CC )(NP (NP (NP (NNP ))(ADVP (RB )))(PP (IN )(NP (CD )(: ))))))))))	1	10	3
(TOP (S (NP (NN ))(VP (VBD )(NP (NNP )(CD )))(. )))	15	5	3
(TOP (S (NP (NN ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (DT )(NN )))(SBAR (IN )(S (S (NP (PRP ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NN ))))))(, )(CC )(S (NP (PRP ))(VP (VBP )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN ))(SBAR (S (VP (TO )(VP (VB ))))))))))))))(. )))	10	16	3,6
(TOP (S (NP (NN ))(VP (VP (VBZ )(VP (VBG )(PP (IN )(NP (NN )))))(CC )(VP (VBG )(NP (NN ))(PP (IN )(ADJP (JJ )(PP (TO )(ADJP (JJ )))))))(. )))	1	9	1
(TOP (S (NP (NNP )(, )(NNP )(, )(NNP ))(PP (IN )(NP (NNP )))(. )))	1	5	1
(TOP (S (NP (NNP )(CC )(NNP ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (JJ )(NN )(NN ))(PP (IN )(NP (NN ))))(PP (IN )(S (VP (VBG )(NP (NP (DT )(NN ))(PP (IN )(NP (VBG )(JJ )(NNS ))))))))))))(. )))	12	14	4,916666667
(TOP (S (NP (NNP )(CD ))(VP (VBZ )(NP (JJ )(NN ))(PP (IN )(NP (NP (JJ )(NNS ))(VP (VBG )(PP (IN )(NP (NN )))(, )(S (VP (VBG )(NP (PRP ))(PP (IN )(NP (NP (DT )(NN ))(SBAR (WHNP (WDT ))(S (VP (MD )(VP (VB )(VP (VBN ))))))))))))))(. )))	3	16	2
(TOP (S (NP (NNP )(FW )(NNP )(, )(NN )(, )(NNP )(NNP )(NNP )(NNP ))(VP (VBZ )(NP (NNP )))(. )))	1	5	3
(TOP (S (NP (NNP )(NN )(NN ))(VP (VBZ )(NP (JJ )(NN )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (DT )(NN )(NNS ))(PP (IN )(NP (DT )(JJ )(NN )(NN ))))))))(. )))	9	10	3,555555556
(TOP (S (NP (NNP )(NN ))(VP (VBZ )(ADJP (JJ )(CC )(JJ )))(. )))	3	5	2
(TOP (S (NP (NNP )(NN ))(VP (VBZ )(NP (NN ))(PP (TO )(NP (JJ )(NN )(NNS ))))(. )))	4	6	2,5
(TOP (S (NP (NNP )(NN ))(VP (VBZ )(S (VP (TO )(VP (VB )(NP (JJ )(NNS ))(PP (IN )(NP (DT )(JJ )(NN )))(, )(S (VP (VBG )(NP (JJ )(NN ))(ADVP (RB ))(PP (IN )(S (VP (VBG )(NP (VBN )(NNS ))(PP (IN )(NP (NN )(CC )(NN ))))))))))))(. )))	14	14	4
(TOP (S (NP (NNP )(NN ))(VP (VBZ )(VP (VBN )(S (VP (TO )(VP (VB )(NP (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN ))))(CONJP (RB )(RB )(IN ))(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(JJ )(NN )(NN ))(PP (IN )(NP (DT )(NN )(NNS ))))))))))))))))(. )))	20	18	6,5
(TOP (S (NP (NNP )(NNP )(NNP ))(, )(VP (VBD )(, )(NP (CD )))(. )))	1	5	1
(TOP (S (NP (NNP )(NNP ))(. )))	1	4	1
(TOP (S (NP (NNP )(NNP ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNP )(CD ))(CC )(NP (NNP )(CD )))))(SBAR (IN )(S (NP (EX ))(VP (VBP )(NP (NP (CD )(NNS )(CD )(CC )(CD ))(ADJP (JJ )(SBAR (IN )(S (NP (CD )(SYM )(NNP )(CD )(CC )(CD ))(VP (SYM )(S (NP (NNP ))(VP (VBZ )(SBAR (S (NP (NP (DT )(ADJP (RBS )(JJ ))(NN ))(PP (IN )(NP (NP (NNP )(CD ))(CC )(NP (NNP )(CD )))))(VP (VBZ )(VP (VBN )(S (NP (DT )(NN ))))))))))))))))))(. )))	18	20	3,388888889
(TOP (S (NP (NNP )(NNS ))(VP (VBP )(ADVP (RB ))(PP (IN )(NP (NP (VBN )(NNS ))(, )(ADVP (FW ))))(, )(PP (IN )(NP (NP (VBN )(NNS ))(VP (VBN )(PP (IN )(NP (NN )(NNS )))))))(. )))	8	9	3,75
(TOP (S (NP (NNP )(NNS ))(VP (VBP )(NP (NP (NNS ))(PP (IN )(NP (NP (NP (NNS ))(CC )(NP (PRP$ )(JJ )(NNS )))(, )(NP (NNS ))(, )(NP (NNS ))(, )(CC )(NP (NN )(NNS )))))(SBAR (ADVP (RB ))(WHADVP (WRB ))(S (NP (PRP ))(VP (VBP )(ADJP (JJ ))))))(. )))	6	9	2,5
(TOP (S (NP (NNP )(NNS ))(VP (VBP )(NP (NP (NP (NNS ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (NP (JJ )(NNS ))(, )(ADJP (JJ )(SBAR (IN )(S (NP (DT )(NNS ))(VP (VBP )(ADJP (JJ ))(S (VP (TO )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NNS )(CC )(NNS )))))))))))))))(. )))	11	17	3,545454545
(TOP (S (NP (NNP )(NNS ))(VP (VBP )(VP (VBN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (DT )(JJ )(NNS ))(PP (IN )(NP (NNS ))))))))))(. )))	1	12	3
(TOP (S (NP (NNP )(NNS ))(VP (VBP )(VP (VBN )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (JJ )(JJ )(NNS ))(, )(SBAR (WHNP (WDT ))(S (VP (VBZ )(S (VP (TO )(VP (VB )(VP (VBN )(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NN )(NNS ))))))))))))))))))))(. )))	2	22	2,5
(TOP (S (NP (NNP ))(VP (VBD )(ADVP (RB ))(VP (VBN )(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (JJ )(NN )(NN )))(PP (IN )(NP (NP (NP (NP (NNP )(NNP )(NNP ))(PP (IN )(NP (CD ))))(PP (IN )(NP (NNP )(NNP ))))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP ))))))))))(. )))	2	15	1,5
(TOP (S (NP (NNP ))(VP (VBD )(NP (DT )(NN ))(S (VP (TO )(VP (VB )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NNS ))))(, )(S (VP (VBG )(NP (NN )(NNS ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NNS )))))))))))(. )))	7	13	4,142857143
(TOP (S (NP (NNP ))(VP (VBD )(NP (NP (CD ))(: )(NP (NP (NP (NNP )(NN )(NNS ))(PP (IN )(NP (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (JJ )(NN )(NNP )(NNP ))))(, )(VP (VBN )(PP (IN )(NP (JJ )(JJ )(CD )))))))(: )(NP (NP (NP (NP (JJ )(NN )(NN )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NN )(NNP )(NN ))(, )(ADJP (JJ )))))(, )(VP (VBG )(NP (QP (IN )(CD ))(NNS ))(NP (NP (NNP ))(PP (IN )(NP (NP (NN )(NNP )(NN ))(, )(ADJP (JJ )))))(, )(S (VP (VBG )(NP (QP (IN )(CD ))(NNS ))(NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP ))))(, )(S (VP (VBG )(NP (QP (IN )(CD ))(NNS ))(NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (JJ )(NNS )))))))))(. )(NP (NN )(NN ))(, )(NP (NP (NNP ))(, )(VP (VBG )(NP (QP (IN )(CD ))(NNS ))(NP (NNP )(NN ))(PP (IN )(NP (NP (JJ )(NN )(NN ))(, )(NP (NN ))))))))))(. )))	24	16	2,916666667
(TOP (S (NP (NNP ))(VP (VBD )(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP )(NNP )(CD )))))(. )))	1	7	1
(TOP (S (NP (NNP ))(VP (VBD )(SBAR (S (S (NP (DT )(JJ )(NN ))(VP (VBZ )(ADJP (RBS )(JJ ))(PP (IN )(NP (JJ )(NNP )(NNS )))(NP (NN ))))(, )(CC )(S (NP (DT )(JJ )(NN ))(VP (VBZ )(VP (VBN )(VP (VBN )(PP (IN )(NP (PRP$ )(JJ )(NNS ))))))))))(. )))	10	12	3,4
(TOP (S (NP (NNP ))(VP (VBD )(SBAR (WHADVP (WRB ))(S (VP (VBG )(NP (NP (DT )(JJR )(NN ))(PP (IN )(NP (JJ )(NN )))(, )(PP (JJ )(IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NNS )(, )(NNS )(NN )(NNS ))))))))))(. )))	11	12	3,363636364
(TOP (S (NP (NNP ))(VP (VBZ )(NP (NN )(NNS )(CC )(NN ))(, )(S (VP (TO )(VP (VB )(NP (NP (NN )(NN ))(PP (IN )(NP (DT )(ADJP (RB )(JJ ))(NN ))))(, )(S (VP (VBG )(NP (NNP )(NNP )(NNP )(NNP ))))))))(. )))	5	11	2,8
(TOP (S (NP (NNP ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (DT )(NN ))(, )(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))(, )(CC )(NP (DT )(NN )(NN ))))))))))(. )))	10	13	4,8
(TOP (S (NP (NNS ))(VP (VBP )(CC )(VBP )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS )))(ADJP (JJ )(SBAR (IN )(S (NP (PRP ))(VP (VBZ )(ADJP (JJ ))(S (VP (TO )(VP (VB )(SBAR (IN )(S (NP (PRP ))(VP (VBP )(ADJP (JJ )(CC )(JJ ))))))))))))))(. )))	7	16	3
(TOP (S (NP (NP (ADJP (JJ )(CC )(JJ ))(NN ))(PP (IN )(NP (NP (NN ))(SBAR (S (NP (PRP ))(VP (VBP )(SBAR (IN )(S (NP (PRP ))(VP (MD )(VP (VB )(NP (NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (JJR )(NN )(NN ))))))))))))))(, )(NP (PRP ))(VP (VP (VBP )(NP (NP (JJ )(NNS ))(PP (TO )(NP (NN )(NN )))))(, )(CC )(ADVP (RB ))(VP (VB )(NP (NP (NN ))(PP (IN )(NP (NP (JJ )(NNS ))(SBAR (WHADVP (WRB ))(S (NP (NN ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (JJ )(NNS ))(CC )(NP (JJ )(NNS )))))))))))))(. )))	14	16	3,357142857
(TOP (S (NP (NP (CD )(JJ )(NN )(NN ))(PP (IN )(NP (NN ))))(ADVP (RB ))(VP (VBP )(NP (NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(PP (IN )(SBAR (WHADVP (WRB ))(S (NP (DT )(JJ )(NN )(NNS ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN )(NNS ))(PP (IN )(NP (DT )(JJ )(NN ))))))(PP (IN )(NP (DT )(NN )(NN )(NNS ))))))))))))(. )))	13	17	4,153846154
(TOP (S (NP (NP (CD )(NN ))(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (TO )(S (VP (VBG )(NP (JJ )(NNS ))))))))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (NN )(NNS ))(, )(SBAR (WHADVP (WRB ))(S (NP (DT )(NNS ))(VP (VBP )(S (NP (DT )(NN ))(VP (VP (VBN )(ADVP (RB ))(PP (TO )(NP (JJ )(NNS ))))(, )(CC )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NNS ))))))))))))))(. )))	18	16	3,888888889
(TOP (S (NP (NP (CD )(NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP ))(: )(PP (IN )(NP (NP (NP (NNP ))(PP (IN )(NP (NNP )(NNP )(NNP ))))(PP (TO )(NP (NNP )(NNP ))))))(, )(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(: )(NP (NP (NNP )(NNP ))(: )(S (PP (PP (IN )(NP (NN )))(PP (TO )(NP (NNP ))))(, )(NP (NP (NP (JJ )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(, )(NP (NNP )(CD ))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NN ))))))))))(. )))	1	12	1
(TOP (S (NP (NP (CD ))(PP (IN )(NP (NP (DT )(JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NN )(NN ))(PP (IN )(NP (NN ))))))))))(VP (VBZ )(VP (VBN )(PP (IN ))))(. )))	1	12	1
(TOP (S (NP (NP (DT )(JJ )(CC )(JJ )(NNS ))(SBAR (WHNP (WDT ))(S (VP (VBP )(NP (DT )(JJ )(NN ))))))(VP (VBP )(VP (VBN )(NP (NNS ))))(. )))	5	8	3,2
(TOP (S (NP (NP (DT )(JJ )(NN )(NN ))(PP (IN )(NP (NNP ))))(VP (VBZ )(VP (VBN )(SBAR (RB )(IN )(S (NP (DT )(JJ )(NN ))(VP (MD )(VP (VB )(VP (ADVP (RB ))(VBN )(PP (IN )(NP (NP (JJ )(NN )(NNS ))(: )(NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))))))))))))(. )))	1	14	1
(TOP (S (NP (NP (DT )(JJ )(NN ))(ADVP (RB )))(VP (VBZ )(S (VP (TO )(VP (VB )(NP (NN )(NN ))(PP (IN )(PP (IN )(SBAR (WHADVP (WRB ))(S (NP (NN )(NN )(NNS ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NNS )))))))))))))(. )))	1	15	1
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(JJ )(NN )(NN ))))(VP (VBZ )(SBAR (IN )(S (PP (RB )(IN )(S (VP (VBG )(NP (DT )(JJ )(NN ))(PP (IN )(NP (CD )(NNS )))(S (VP (TO )(VP (VB )(VP (VBN ))))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (JJ )(NN )(NNS ))(PP (IN )(NP (DT )(NNS ))))))))(. )))	15	13	2,933333333
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (JJ )(NN )(NN ))))(VP (VBD )(S (NP (NN )(NN ))(VP (VBZ )(ADVP (RB ))(VP (VBN )(CC )(VP (VBN ))))))(. )))	8	8	2,625
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (JJ )(NNS ))))(VP (VBP )(NP (JJ )(NNS )))(. )))	7	6	2,428571429
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(NNS ))))(VP (VBD )(SBAR (IN )(S (NP (NN )(NNS ))(VP (VBZ )(PP (IN )(NP (NP (DT )(NNS )(NNS ))(CC )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN ))(SBAR (WHPP (IN )(WHNP (WDT )))(S (NP (DT )(NN ))(VP (VBZ )))))))))))))(. )))	9	15	2,888888889
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(NNS ))))(VP (VBZ )(NP (NN )(NNS )))(. )))	7	6	2,428571429
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (JJ )(NN )(NN ))(CC )(NP (NP (DT )(NN )(NN ))(, )(NP (DT )(NNP )(NNP )(NNP ))))))(, )(VP (VBP )(VP (VBN )))(. )))	9	8	3,666666667
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (IN )(S (VP (VBG )(NP (NNS ))))))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )))))))))))))(. )))	1	15	1
(TOP (S (NP (NP (DT )(JJ )(NN ))(PP (TO )(NP (NN ))))(VP (VBZ )(PP (IN )(S (VP (VBG )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (NP (NNP ))(VP (VBG )(VP (VBN ))))))))))))))(. )))	1	16	1
(TOP (S (NP (NP (DT )(JJ )(NN ))(VP (VBG )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (NN ))(PP (TO )(NP (NN )(NN )(NN ))))))))(VP (VBZ )(SBAR (SBAR (IN )(S (NP (PRP$ )(NNS ))(VP (VBP )(S (VP (TO )(VP (VB )(VP (VBN )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NNS ))))))))))))(, )(CC )(SBAR (IN )(S (NP (PRP ))(VP (MD )(RB )(VP (VB )(VP (VBN )(PP (IN )(NP (JJ )(, )(JJ )(NNS ))))))))))(. )))	15	16	4,466666667
(TOP (S (NP (NP (DT )(NN )(NN ))(PP (IN )(NP (JJ )(NNS ))))(VP (VBZ )(NP (NP (CD )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(VP (VBN )(PP (IN )(NP (NNS ))))))))))(. )))	5	12	3,2
(TOP (S (NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NNS )))(, )(VP (VBN )(PP (IN )(NP (DT )(NN )(NN )))))(, )(VP (VBZ )(VP (VBN )(PP (IN )(S (VP (VBG )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT ))(PP (IN )(NP (DT )(NN )))))))))))))))(. )))	7	17	3,428571429
(TOP (S (NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NNS ))))(VP (VBD )(VP (VBN )(PP (IN )(NP (JJ )(NNS )(. )(NNS )))))(. )))	5	7	4
(TOP (S (NP (NP (DT )(NN )(NNS ))(CC )(NP (NP (JJ )(NN )(NNS ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NNS )))))))(VP (VBP )(NP (NN )(NN )))(. )))	3	9	3
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NN )(NN ))))(VP (VBZ )(NP (DT )(JJ )(NN )(NN )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNS )))))(SBAR (IN )(IN )(S (NP (DT )(NNP )(NNP ))(VP (MD )(VP (VB )(NP (PRP ))(NP (CD ))(PP (IN )(NP (CD )(RB ))))))))(. )))	16	10	3,125
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))(VP (MD )(VP (VB )(ADVP (RB ))(VP (VBN )(PP (IN )(NP (JJ )(JJ )(NNS )(CC )(NNS ))))))(. )))	10	8	3,2
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))(VP (VBZ )(NP (NP (DT )(NN ))(SBAR (WHNP (IN ))(S (VP (VBZ )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (DT )(NN ))(CC )(NP (NP (RB )(DT )(NN ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (DT )(NN ))(SBAR (WHPP (IN )(WHNP (WDT )))(S (NP (PRP ))(VP (VBZ )(NP (DT )(NN ))))))))))))))))))))(. )))	24	22	5,333333333
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))(VP (VBZ )(S (VP (TO )(VP (VB )(PP (IN )(NP (NN )(NN )))(PP (TO )(NP (JJ )(NN )))))))(. )))	10	9	3,2
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))(VP (VBZ )(S (VP (TO )(VP (VB )(VP (VBG )(NP (NP (JJ )(JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(CC )(NP (JJ )(NNS ))))))))))))(. )))	17	14	4,764705882
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NNP )(NNP )(NNP )(NN ))))(VP (VBZ )(NP (NP (DT )(ADJP (RB )(JJ ))(NNS ))(VP (VBG )(ADJP (JJR ))(PP (IN )(NP (NP (DT )(NN )(NN ))(SBAR (S (NP (NN ))(VP (MD )(VP (VB )(VP (VBN )(SBAR (IN )(S (NP (DT )(VBN )(NN )(NN ))(VP (VBZ )(VP (VBN )(S (ADJP (RB )(JJ )(PP (TO )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )))))))))))))))))))))(. )))	24	23	4,166666667
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(DT )(NN ))))(VP (VBZ )(NP (NP (DT )(JJ )(NNS ))(PP (IN )(NP (NN )))))(. )))	5	7	3,2
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(JJ )(NN ))))(VP (VBZ )(S (VP (TO )(VP (VP (VB )(NP (NP (NN )(NN )(CC )(NN )(NN )(NNS ))(VP (ADVP (RB ))(VBG )(NP (JJ )(JJ )(NN )(NN )))))(CC )(VP (MD )(VP (VB )(VP (VBN )(PP (IN )(NP (JJ )(NN ))))))))))(. )))	18	12	4
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNS ))))(VP (VBZ )(S (VP (TO )(VP (VB )(NP (NP (CD ))(PP (IN )(NP (NP (DT )(ADJP (RBS )(JJ ))(NNS ))(PP (TO )(S (VP (VBG )(NP (JJ )(NNS ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (PRP$ )(NNS )))))))))))))))(. )))	12	17	3,083333333
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))(VP (VBZ )(NP (NP (PRP$ )(JJ )(NN ))(VP (VBN )(PP (IN )(NP (NN )(NN )(NNS )))(S (VP (VBP ))))))(. )))	7	8	4,142857143
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))(VP (VP (VBZ )(NP (DT )(JJS )(JJ )))(, )(CC )(VP (VBZ )(RB )(VP (VB )(NP (ADJP (RB )(JJR ))(NN )))))(. )))	8	8	4
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(VP (VBP )(NP (NP (JJ )(NN ))(PP (IN )(NP (JJ )(NNS )))))(. )))	6	7	3,666666667
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (CD )(NNS ))(PP (IN )(NP (NNS ))))))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NNS ))(SBAR (WHNP (WDT ))(S (VP (VBP )(NP (NP (DT )(NNS ))(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (DT )(NN )(CD )(: )))))))))))))))	15	15	5,666666667
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NNP )(NNP ))))))(VP (VBD )(VP (VBN )(PP (IN )(SBAR (WHADVP (WRB ))(S (NP (PRP ))(VP (VBZ )(NP (DT )(JJ )(NNS ))(, )(S (VP (VBG )(S (VP (TO )(VP (VB )(SBAR (IN )(S (SBAR (WHADVP (WRB ))(S (NP (NNS ))(VP (VBP ))))(, )(NP (PRP ))(VP (VBP )(VP (VBG )(NP (NP (JJR ))(PP (IN )(S (ADVP (RB ))(VP (VBG )(NP (NN )(NN )))))))))))))))))))))(. )))	3	23	2
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NNS ))))))(VP (VP (VBZ )(VP (VBN )(PP (IN )(NP (JJ )(NNS )))))(CC )(VP (ADVP (RB ))(PP (IN )(NP (NP (NN )(NNS ))(SBAR (S (VP (TO )(VP (VB )(NP (NP (NN ))(PP (IN )(NP (NNS ))))))))))))(. )))	7	14	4,142857143
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NNP ))))))(VP (VBZ )(VP (VBN )(S (VP (TO )(VP (VB )(NP (DT )(NN ))(SBAR (IN )(S (NP (DT )(PRP$ )(NNS ))(VP (VBP )(ADJP (RB )(JJ ))))))))))(. )))	8	12	4
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))))))))(VP (VBZ )(ADJP (JJ ))(PP (IN )(NP (PRP$ )(JJ )(JJ )(JJ )(NN )(NNP )(NNP ))))(. )))	4	12	3,5
(TOP (S (NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (DT )(NN )(NN ))(PP (IN )(S (VP (VBG )(NP (CD )(NNS )))))))))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NNP )(NNP )(CD )))))(. )))	13	11	3,538461538
(TOP (S (NP (NP (DT )(NN ))(SBAR (S (VP (TO )(VP (VB )(NP (DT )))))))(VP (VBZ )(NP (DT )(JJ )(NN )(NN )))(. )))	3	9	3
(TOP (S (NP (NP (DT )(NN ))(SBAR (S (VP (TO )(VP (VP (VP (VP (VB )(PP (IN )(NP (NN )))(PP (IN )(NP (PRP ))))(CC )(VP (VBG )(PP (IN )(NP (JJ )(NN )))))(CC )(VP (VBG )(PP (TO )(NP (NN )))))(CC )(VP (VBG )(PP (TO )(NP (NN )))))))))(VP (VBZ )(NP (JJ )(NNS )))(. )))	12	13	4,333333333
